store_name,department,category,item,description,qty_sold,sold_price,total_sales
MULTI PLAZA,CONSOLAS,PLAYSTATION 4 - PS4,711719502470,PS4 Uncharted Collect Bundle ,1,449.99,449.99
MULTI PLAZA,CONSOLAS,PLAYSTATION 4 - PS4,711719502470,PS4 Uncharted Collect Bundle ,1,449.99,449.99
MULTI PLAZA,CONSOLAS,PLAYSTATION 4 - PS4,711719502470,PS4 Uncharted Collect Bundle ,1,499.99,499.99
MULTI PLAZA,CONSOLAS,PLAYSTATION 4 - PS4,711719502470,PS4 Uncharted Collect Bundle ,1,499.99,499.99
MULTI PLAZA,CONSOLAS,PLAYSTATION 4 - PS4,711719503040,PS4 Fifa 16 Bundle,1,499.99,499.99
MULTI PLAZA,CONSOLAS,PLAYSTATION 4 - PS4,711719502470,PS4 Uncharted Collect Bundle ,1,499.99,499.99
MULTI PLAZA,CONSOLAS,PLAYSTATION 4 - PS4,711719502470,PS4 Uncharted Collect Bundle ,1,499.99,499.99
MULTI PLAZA,CONSOLAS,PLAYSTATION 4 - PS4,711719501985,PS4 Star Wars Bundle,1,549.99,549.99
 S13,No data,No data,No data,No data,295,,14506.14
S13,VIDEO JUEGO,PLAYSTATION 4- PS4,14633735499,Fifa 16 PS4,-1,60.0,-60.0
S13,CONSOLAS,PS VITA,711719050681,PS Vita 2.0 Borderland 2,1,249.99,249.99
S13,CONSOLAS,PS VITA,711719050681,PS Vita 2.0 Borderland 2,1,249.99,249.99
S13,CONSOLAS,PS VITA,711719050681,PS Vita 2.0 Borderland 2,-1,249.99,-249.99
S13,CONSOLAS,PLAYSTATION 4 - PS4,711719500810,PS4  The last of us ,1,449.99,449.99
S13,CONSOLAS,PLAYSTATION 4 - PS4,711719500810,PS4  The last of us ,-1,499.99,-499.99
S13,VIDEO JUEGO,XBOX 360,887256000158,Assassin Creed Rogue XBOX,-1,39.99,-39.99
S13,VIDEO JUEGO,XBOX ONE,728658046484,RB Software + Guitar XONE,1,139.99,139.99
S13,CONSOLAS,NINTENDO 3DS,45496781507,NINTENDO NEW 3DSXL RED,1,249.99,249.99
S13,CONSOLAS,NINTENDO 3DS,45496781514,NINTENDO NEW 3DSXL BLACK,1,249.99,249.99
S13,VIDEO JUEGO,NINTENDO Wii,887256014599,Just Dance 2016- Wii,-1,49.99,-49.99
S13,ACCESORIO,NINTENDO WII,45496891534,Wii Remote Plus Peach,-1,49.99,-49.99
S13,VIDEO JUEGO,XBOX 360,14633730388,plants vs zombies GW xbox360,-1,39.99,-39.99
S13,CONSOLAS,XBOX ONE,889842020083,Xbox One Fallout 4 1TB,1,479.99,479.99
S13,AUDIFONOS,GAMING,711719100294,Wireless Headset Gold ,1,139.99,139.99
S13,CONSOLAS,PLAYSTATION 4 - PS4,711719502470,PS4 Uncharted Collect Bundle ,1,399.99,399.99
S13,CONSOLAS,PLAYSTATION 4 - PS4,711719502470,PS4 Uncharted Collect Bundle ,1,499.99,499.99
 WESTLAND MALL,No data,No data,No data,No data,239,,14117.76
WESTLAND MALL,CONSOLAS,NINTENDO WII U,45496881733,Nintendo Wiiu Mario Kart 8 DL,1,369.99,369.99
WESTLAND MALL,CONSOLAS,NINTENDO WII U,45496881733,Nintendo Wiiu Mario Kart 8 DL,1,369.99,369.99
WESTLAND MALL,CONSOLAS,NINTENDO 3DS,45496781927,NINTENDO NEW 3DSXL Fire Emblem,1,249.99,249.99
WESTLAND MALL,CONSOLAS,NINTENDO WII U,45496881726,Nintendo Wii u 32 GB Splatoon,1,369.99,369.99
WESTLAND MALL,VIDEO JUEGO,NINTENDO WII U,45496903367,Mario Kart 8 Wii U,-1,69.99,-69.99
WESTLAND MALL,ACCESORIO,XBOX 360,885370145717,Wired Control - XBOX360,-1,49.99,-49.99
WESTLAND MALL,ACCESORIO,PLAYSTATION 3,711719984757,Dualshock 3 Azul PS3,-1,59.99,-59.99
WESTLAND MALL,CONSOLAS,PLAYSTATION 4 - PS4,711719502470,PS4 Uncharted Collect Bundle ,1,449.99,449.99
WESTLAND MALL,CONSOLAS,PLAYSTATION 4 - PS4,711719502470,PS4 Uncharted Collect Bundle ,1,449.99,449.99
WESTLAND MALL,CONSOLAS,PLAYSTATION 4 - PS4,711719502470,PS4 Uncharted Collect Bundle ,1,399.99,399.99
WESTLAND MALL,CONSOLAS,PLAYSTATION 4 - PS4,711719502470,PS4 Uncharted Collect Bundle ,1,449.99,449.99
WESTLAND MALL,CONSOLAS,PLAYSTATION 4 - PS4,711719502470,PS4 Uncharted Collect Bundle ,1,499.99,499.99
WESTLAND MALL,CONSOLAS,PLAYSTATION 4 - PS4,711719502470,PS4 Uncharted Collect Bundle ,1,399.99,399.99
